Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,dcs.google.com,,?,,com,
Character Omission,doc.google.com,172.217.9.206,US,UNITED STATES,,com,
Character Omission,docs.gogle.com,,?,,com,
Character Omission,docs.googe.com,162.243.10.151,,,com,
Character Omission,docs.googl.com,,?,,com,
Character Omission,docs.google.cm,,?,,cm,
Character Omission,docs.goole.com,,?,,com,
Character Omission,docs.oogle.com,204.9.184.9,US,UNITED STATES,,com,
Character Omission,docsgoogle.com,185.53.178.9,,mail.h-email.net,com,
Character Omission,dos.google.com,,?,,com,
Character Repeat,ddocs.google.com,,?,,com,
Character Repeat,doccs.google.com,,?,,com,
Character Repeat,docs.ggoogle.com,,?,,com,
Character Repeat,docs.googgle.com,,?,,com,
Character Repeat,docs.googlee.com,,?,,com,
Character Repeat,docs.googlle.com,54.221.207.100,US,UNITED STATES,,com,
Character Repeat,docs.gooogle.com,,?,,com,
Character Repeat,docss.google.com,,?,,com,
Character Repeat,doocs.google.com,,?,,com,
Character Swap,dcos.google.com,,?,,com,
Character Swap,doc.sgoogle.com,69.162.80.53,US,UNITED STATES,,com,
Character Swap,docs.gogole.com,,?,,com,
Character Swap,docs.googel.com,,?,,com,
Character Swap,docs.goolge.com,,?,,com,
Character Swap,docs.ogogle.com,,?,,com,
Character Swap,docsg.oogle.com,204.9.184.9,US,UNITED STATES,,com,
Character Swap,dosc.google.com,,?,,com,
Character Swap,odcs.google.com,,?,,com,
Character Replacement,dics.google.com,,?,,com,
Character Replacement,doca.google.com,,?,,com,
Character Replacement,docd.google.com,,?,,com,
Character Replacement,docs.foogle.com,,?,,com,
Character Replacement,docs.giogle.com,54.173.246.46,BG,BULGARIA,,com,
Character Replacement,docs.goigle.com,158.69.145.48,US,UNITED STATES,,com,
Character Replacement,docs.goofle.com,,?,,com,
Character Replacement,docs.googke.com,,?,,com,
Character Replacement,docs.googlr.com,,?,,com,
Character Replacement,docs.googlw.com,,?,,com,
Character Replacement,docs.goohle.com,184.154.126.179,US,UNITED STATES,,com,
Character Replacement,docs.gopgle.com,69.162.80.58,US,UNITED STATES,,com,
Character Replacement,docs.gpogle.com,158.69.145.48,US,UNITED STATES,,com,
Character Replacement,docs.hoogle.com,,?,,com,
Character Replacement,dovs.google.com,,?,,com,
Character Replacement,doxs.google.com,,?,,com,
Character Replacement,dpcs.google.com,,?,,com,
Character Replacement,focs.google.com,,?,,com,
Character Replacement,socs.google.com,,?,,com,
Double Character Replacement,docs.giigle.com,85.159.233.41,NL,NETHERLANDS,,com,
Double Character Replacement,docs.gppgle.com,,?,,com,
Character Insertion,dfocs.google.com,,?,,com,
Character Insertion,docs.gfoogle.com,,?,,com,
Character Insertion,docs.ghoogle.com,,?,,com,
Character Insertion,docs.goiogle.com,,?,,com,
Character Insertion,docs.googfle.com,103.224.182.241,,mx92.mb5p.com,com,
Character Insertion,docs.googhle.com,51.254.28.162,GB,UNITED KINGDOM,,com,
Character Insertion,docs.googler.com,,?,,com,
Character Insertion,docs.googlew.com,98.124.199.73,US,UNITED STATES,,com,
Character Insertion,docs.googlke.com,98.124.199.15,US,UNITED STATES,,com,
Character Insertion,docs.gooigle.com,,?,,com,
Character Insertion,docs.goopgle.com,95.211.219.67,NL,NETHERLANDS,,com,
Character Insertion,docs.gopogle.com,98.124.199.3,RU,RUSSIAN FEDERATION,,com,
Character Insertion,docsa.google.com,,?,,com,
Character Insertion,docsd.google.com,,?,,com,
Character Insertion,docvs.google.com,,?,,com,
Character Insertion,docxs.google.com,,?,,com,
Character Insertion,doics.google.com,,?,,com,
Character Insertion,dopcs.google.com,,?,,com,
Character Insertion,dsocs.google.com,,?,,com,
Missing Dot,wwwdocs.google.com,,?,,com,
Singular or Pluralise,google.com,172.217.9.206,US,UNITED STATES,alt3.aspmx.l.google.com,com,
Singular or Pluralise,googles.com,23.229.234.162,,smtp.secureserver.net,com,
Vowel Swap,docs.googla.com,,?,,com,
Vowel Swap,docs.googli.com,119.9.72.134,HK,HONG KONG,,com,
Vowel Swap,docs.googlo.com,51.254.28.160,GB,UNITED KINGDOM,,com,
Vowel Swap,docs.googlu.com,,?,,com,
Homophones,dewcs.google.com,,?,,com,
Homophones,duecs.google.com,,?,,com,
Bit Flipping,dgcs.google.com,,?,,com,
Bit Flipping,dkcs.google.com,,?,,com,
Bit Flipping,dmcs.google.com,,?,,com,
Bit Flipping,dncs.google.com,,?,,com,
Bit Flipping,doas.google.com,,?,,com,
Bit Flipping,dobs.google.com,,?,,com,
