Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,tch.sina.com.cn,,?,,cn,
Character Omission,tec.sina.com.cn,,?,,cn,
Character Omission,tech.ina.com.cn,,?,,cn,
Character Omission,tech.sia.com.cn,23.234.4.153,,,cn,
Character Omission,tech.sin.com.cn,,?,,cn,
Character Omission,tech.sina.cm.cn,182.61.97.11,CN,CHINA,,cn,
Character Omission,tech.sina.co.cn,,?,,cn,
Character Omission,tech.sina.om.cn,,?,,cn,
Character Omission,tech.sinacom.cn,50.117.120.251,US,UNITED STATES,mail.skrimple.com,cn,
Character Omission,tech.sna.com.cn,,?,,cn,
Character Omission,techsina.com.cn,222.73.37.56,CN,CHINA,,cn,
Character Omission,teh.sina.com.cn,,?,,cn,
Character Repeat,tecch.sina.com.cn,,?,,cn,
Character Repeat,tech.siina.com.cn,52.69.166.231,US,UNITED STATES,,cn,
Character Repeat,tech.sina.ccom.cn,,?,,cn,
Character Repeat,tech.sina.comm.cn,52.69.166.231,US,UNITED STATES,,cn,
Character Repeat,tech.sina.coom.cn,103.232.215.129,,mail.skrimple.com,cn,
Character Repeat,tech.sinaa.com.cn,47.89.58.32,CA,CANADA,,cn,
Character Repeat,tech.sinna.com.cn,52.69.166.231,US,UNITED STATES,,cn,
Character Repeat,tech.ssina.com.cn,52.69.166.231,g,,,cn,
Character Repeat,techh.sina.com.cn,,?,,cn,
Character Repeat,teech.sina.com.cn,,?,,cn,
Character Repeat,ttech.sina.com.cn,,?,,cn,
Character Swap,etch.sina.com.cn,,?,,cn,
Character Swap,tceh.sina.com.cn,,?,,cn,
Character Swap,tec.hsina.com.cn,,?,,cn,
Character Swap,tech.isna.com.cn,50.117.120.251,US,UNITED STATES,mail.skrimple.com,cn,
Character Swap,tech.sian.com.cn,50.117.120.251,US,UNITED STATES,mail.skrimple.com,cn,
Character Swap,tech.sin.acom.cn,106.15.46.172,CN,CHINA,,cn,
Character Swap,tech.sina.cmo.cn,50.117.120.251,CN,CHINA,mail.skrimple.com,cn,
Character Swap,tech.sina.com.nc,,?,,nc,
Character Swap,tech.sina.ocm.cn,50.117.120.251,PL,POLAND,mail.skrimple.com,cn,
Character Swap,tech.sinac.om.cn,,?,,cn,
Character Swap,tech.snia.com.cn,23.234.4.151,,,cn,
Character Swap,techs.ina.com.cn,,?,,cn,
Character Swap,tehc.sina.com.cn,,?,,cn,
Character Replacement,rech.sina.com.cn,,?,,cn,
Character Replacement,tecg.sina.com.cn,,?,,cn,
Character Replacement,tech.aina.com.cn,52.69.166.231,US,UNITED STATES,,cn,
Character Replacement,tech.dina.com.cn,,?,,cn,
Character Replacement,tech.siba.com.cn,204.16.199.200,US,UNITED STATES,,cn,
Character Replacement,tech.sima.com.cn,,?,,cn,
Character Replacement,tech.sina.cim.cn,,?,,cn,
Character Replacement,tech.sina.com.cm,104.129.5.141,,,cm,
Character Replacement,tech.sina.com.vn,162.243.10.151,,,vn,
Character Replacement,tech.sina.con.cn,50.117.120.251,IN,INDIA,mail.skrimple.com,cn,
Character Replacement,tech.sina.cpm.cn,103.232.215.129,,mail.skrimple.com,cn,
Character Replacement,tech.sina.vom.cn,103.232.215.129,,mail.skrimple.com,cn,
Character Replacement,tech.sina.xom.cn,103.232.215.129,,mail.skrimple.com,cn,
Character Replacement,tech.sins.com.cn,52.69.166.231,US,UNITED STATES,,cn,
Character Replacement,tech.sona.com.cn,,?,,cn,
Character Replacement,tech.suna.com.cn,,?,,cn,
Character Replacement,tecj.sina.com.cn,,?,,cn,
Character Replacement,tevh.sina.com.cn,,?,,cn,
