Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,c.bing.com,13.107.21.200,US,UNITED STATES,,com,
Character Omission,cn.big.com,205.178.189.129,US,UNITED STATES,,com,
Character Omission,cn.bin.com,,?,,com,
Character Omission,cn.bing.cm,,?,,cm,
Character Omission,cn.bng.com,,?,,com,
Character Omission,cn.ing.com,,?,,com,
Character Omission,cnbing.com,69.195.97.181,US,UNITED STATES,,com,
Character Repeat,ccn.bing.com,13.107.21.200,US,UNITED STATES,,com,
Character Repeat,cn.bbing.com,204.79.197.200,US,UNITED STATES,,com,
Character Repeat,cn.biing.com,204.79.197.200,GB,UNITED KINGDOM,,com,
Character Repeat,cn.bingg.com,204.79.197.200,CA,CANADA,,com,
Character Repeat,cn.binng.com,131.253.33.200,US,UNITED STATES,,com,
Character Repeat,cnn.bing.com,204.79.197.200,US,UNITED STATES,,com,
Character Swap,c.nbing.com,,?,,com,
Character Swap,cn.bign.com,12.219.61.105,US,UNITED STATES,,com,
Character Swap,cn.bnig.com,208.73.211.177,US,UNITED STATES,,com,
Character Swap,cn.ibng.com,,?,,com,
Character Swap,cnb.ing.com,,?,,com,
Character Swap,nc.bing.com,13.107.21.200,US,UNITED STATES,,com,
Character Replacement,cb.bing.com,204.79.197.200,US,UNITED STATES,,com,
Character Replacement,cm.bing.com,204.79.197.200,US,UNITED STATES,,com,
Character Replacement,cn.bibg.com,204.79.197.200,US,UNITED STATES,,com,
Character Replacement,cn.bimg.com,,?,,com,
Character Replacement,cn.binf.com,204.79.197.200,US,UNITED STATES,,com,
Character Replacement,cn.binh.com,72.52.178.23,H5,,allmail.parklogic.com,com,
Character Replacement,cn.bong.com,,?,,com,
Character Replacement,cn.bung.com,54.205.101.85,US,UNITED STATES,,com,
Character Replacement,cn.ning.com,208.82.16.68,US,UNITED STATES,amx.ning.com,com,
Character Replacement,cn.ving.com,,?,,com,
Character Replacement,vn.bing.com,204.79.197.200,US,UNITED STATES,,com,
Character Replacement,xn.bing.com,13.107.21.200,GB,UNITED KINGDOM,,com,
Character Insertion,cn.binbg.com,185.53.179.7,,mail.h-email.net,com,
Character Insertion,cn.bingf.com,,?,,com,
Character Insertion,cn.bingh.com,,?,,com,
Character Insertion,cn.binmg.com,,?,,com,
Character Insertion,cn.biong.com,98.124.199.27,IR,IRAN (ISLAMIC REPUBLIC OF),,com,
Character Insertion,cn.biung.com,185.53.179.8,,,com,
Character Insertion,cn.bning.com,,?,,com,
Character Insertion,cn.bving.com,68.178.213.61,US,UNITED STATES,,com,
Character Insertion,cnb.bing.com,13.107.21.200,CA,CANADA,,com,
Character Insertion,cnm.bing.com,204.79.197.200,US,UNITED STATES,,com,
Character Insertion,cvn.bing.com,13.107.21.200,US,UNITED STATES,,com,
Character Insertion,cxn.bing.com,204.79.197.200,US,UNITED STATES,,com,
Missing Dot,wwwcn.bing.com,13.107.21.200,US,UNITED STATES,,com,
Singular or Pluralise,bing.com,204.79.197.200,US,UNITED STATES,bing-com.mail.protection.outlook.com,com,
Singular or Pluralise,bings.com,204.79.197.200,KR,KOREA REPUBLIC OF,,com,
Vowel Swap,cn.bang.com,,?,,com,
Vowel Swap,cn.beng.com,,?,,com,
Homophones,cn.bayeng.com,,?,,com,
Homophones,cn.beeng.com,66.96.147.101,Ba,,,com,
Homophones,cn.beyeng.com,80.74.150.210,CH,SWITZERLAND,,com,
Bit Flipping,an.bing.com,204.79.197.200,US,UNITED STATES,,com,
Bit Flipping,bn.bing.com,13.107.21.200,US,UNITED STATES,,com,
Bit Flipping,cf.bing.com,204.79.197.200,US,UNITED STATES,,com,
Bit Flipping,cj.bing.com,204.79.197.200,US,UNITED STATES,,com,
Bit Flipping,cl.bing.com,13.107.21.200,US,UNITED STATES,,com,
Bit Flipping,cn.bhng.com,,?,,com,
Bit Flipping,cn.bi.g.com,,?,,com,
Bit Flipping,cn.bifg.com,,?,,com,
Bit Flipping,cn.bijg.com,204.79.197.200,US,UNITED STATES,,com,
Bit Flipping,cn.bilg.com,,?,,com,
Bit Flipping,cn.binc.com,,?,,com,
Bit Flipping,cn.bine.com,116.251.204.140,HK,HONG KONG,,com,
Bit Flipping,cn.bino.com,,?,,com,
Bit Flipping,cn.binw.com,,?,,com,
Bit Flipping,cn.biog.com,,?,,com,
Bit Flipping,cn.bkng.com,,?,,com,
Bit Flipping,cn.bmng.com,,?,,com,
Bit Flipping,cn.byng.com,208.91.197.27,VG,VIRGIN ISLANDS (BRITISH),,com,
Bit Flipping,cn.cing.com,208.73.211.70,ÌO,,,com,
Bit Flipping,cn.fing.com,,?,,com,
Bit Flipping,cn.jing.com,46.30.213.214,US,UNITED STATES,,com,
Bit Flipping,cn.ring.com,,?,,com,
Bit Flipping,cnnbing.com,,?,,com,
Bit Flipping,co.bing.com,13.107.21.200,US,UNITED STATES,,com,
Bit Flipping,gn.bing.com,204.79.197.200,US,UNITED STATES,,com,
Bit Flipping,kn.bing.com,204.79.197.200,US,UNITED STATES,,com,
Bit Flipping,sn.bing.com,13.107.21.200,US,UNITED STATES,,com,
Homoglyphs,cn.blng.com,,?,,com,
Wrong TLD,bing.ca,204.79.197.219,MY,MALAYSIA,,ca,
Wrong TLD,bing.ch,204.79.197.219,US,UNITED STATES,,ch,
Wrong TLD,bing.de,204.79.197.219,US,UNITED STATES,,de,
Wrong TLD,bing.edu,,?,,edu,
Wrong TLD,bing.es,204.79.197.219,US,UNITED STATES,,es,
Wrong TLD,bing.fr,204.79.197.219,US,UNITED STATES,,fr,
Wrong TLD,bing.it,204.79.197.219,US,UNITED STATES,maila.microsoft.com,it,
Wrong TLD,bing.jp,204.79.197.219,DE,GERMANY,,jp,
Wrong TLD,bing.net,204.79.197.200,US,UNITED STATES,,net,
Wrong TLD,bing.nl,204.79.197.219,US,UNITED STATES,mailb.microsoft.com,nl,
Wrong TLD,bing.no,204.79.197.219,US,UNITED STATES,,no,
Wrong TLD,bing.org,213.186.33.5,FR,FRANCE,redirect.ovh.net,org,
Wrong TLD,bing.ru,204.79.197.219,US,UNITED STATES,,ru,
Wrong TLD,bing.se,204.79.197.219,US,UNITED STATES,,se,
Wrong TLD,bing.us,,?,,us,

