Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,pls.google.com,,?,,com,
Character Omission,plu.google.com,,?,,com,
Character Omission,plus.gogle.com,,?,,com,
Character Omission,plus.googe.com,162.243.10.151,,,com,
Character Omission,plus.googl.com,,?,,com,
Character Omission,plus.google.cm,,?,,cm,
Character Omission,plus.goole.com,,?,,com,
Character Omission,plus.oogle.com,204.9.184.9,US,UNITED STATES,,com,
Character Omission,plusgoogle.com,,?,,com,
Character Omission,pus.google.com,,?,,com,
Character Repeat,pllus.google.com,,?,,com,
Character Repeat,plus.ggoogle.com,,?,,com,
Character Repeat,plus.googgle.com,,?,,com,
Character Repeat,plus.googlee.com,,?,,com,
Character Repeat,plus.googlle.com,54.221.207.100,US,UNITED STATES,,com,
Character Repeat,plus.gooogle.com,,?,,com,
Character Repeat,pluss.google.com,,?,,com,
Character Repeat,pluus.google.com,,?,,com,
Character Repeat,pplus.google.com,,?,,com,
Character Swap,lpus.google.com,,?,,com,
Character Swap,plsu.google.com,,?,,com,
Character Swap,plu.sgoogle.com,69.162.80.52,US,UNITED STATES,,com,
Character Swap,plus.gogole.com,,?,,com,
Character Swap,plus.googel.com,,?,,com,
Character Swap,plus.goolge.com,,?,,com,
Character Swap,plus.ogogle.com,,?,,com,
Character Swap,plusg.oogle.com,204.9.184.9,US,UNITED STATES,,com,
Character Swap,puls.google.com,,?,,com,
Character Replacement,olus.google.com,,?,,com,
Character Replacement,pkus.google.com,,?,,com,
Character Replacement,plis.google.com,,?,,com,
Character Replacement,plua.google.com,,?,,com,
Character Replacement,plud.google.com,,?,,com,
Character Replacement,plus.foogle.com,,?,,com,
Character Replacement,plus.giogle.com,54.164.23.135,US,UNITED STATES,,com,
Character Replacement,plus.goigle.com,158.69.225.39,US,UNITED STATES,,com,
Character Replacement,plus.goofle.com,,?,,com,
Character Replacement,plus.googke.com,,?,,com,
Character Replacement,plus.googlr.com,,?,,com,
Character Replacement,plus.googlw.com,,?,,com,
Character Replacement,plus.goohle.com,184.154.126.180,US,UNITED STATES,,com,
Character Replacement,plus.gopgle.com,69.162.80.60,US,UNITED STATES,,com,
Character Replacement,plus.gpogle.com,158.69.145.48,US,UNITED STATES,,com,
Character Replacement,plus.hoogle.com,,?,,com,
Character Replacement,plys.google.com,,?,,com,
Double Character Replacement,plus.giigle.com,198.50.233.234,,,com,
Double Character Replacement,plus.gppgle.com,,?,,com,
Character Insertion,plkus.google.com,,?,,com,
Character Insertion,pluis.google.com,,?,,com,
Character Insertion,plus.gfoogle.com,,?,,com,
Character Insertion,plus.ghoogle.com,,?,,com,
Character Insertion,plus.goiogle.com,,?,,com,
Character Insertion,plus.googfle.com,70.32.1.32,US,UNITED STATES,mx92.mb5p.com,com,
Character Insertion,plus.googhle.com,158.69.143.113,US,UNITED STATES,,com,
Character Insertion,plus.googler.com,,?,,com,
Character Insertion,plus.googlew.com,98.124.199.73,US,UNITED STATES,,com,
Character Insertion,plus.googlke.com,98.124.199.15,US,UNITED STATES,,com,
Character Insertion,plus.gooigle.com,,?,,com,
Character Insertion,plus.goopgle.com,69.162.80.58,US,UNITED STATES,,com,
Character Insertion,plus.gopogle.com,98.124.199.3,US,UNITED STATES,,com,
Character Insertion,plusa.google.com,,?,,com,
Character Insertion,plusd.google.com,,?,,com,
Character Insertion,pluys.google.com,,?,,com,
Character Insertion,polus.google.com,,?,,com,
Missing Dot,wwwplus.google.com,,?,,com,
Singular or Pluralise,google.com,172.217.9.206,US,UNITED STATES,alt3.aspmx.l.google.com,com,
Singular or Pluralise,googles.com,23.229.234.162,,,com,
Vowel Swap,plas.google.com,,?,,com,
Vowel Swap,ples.google.com,,?,,com,
Vowel Swap,plos.google.com,,?,,com,
Vowel Swap,plus.googla.com,,?,,com,
Vowel Swap,plus.googli.com,119.9.72.134,HK,HONG KONG,,com,
Vowel Swap,plus.googlo.com,158.69.143.112,US,UNITED STATES,,com,
Vowel Swap,plus.googlu.com,,?,,com,
Bit Flipping,0lus.google.com,,?,,com,
Bit Flipping,pdus.google.com,,?,,com,
Bit Flipping,phus.google.com,,?,,com,
Bit Flipping,pl5s.google.com,,?,,com,
Bit Flipping,plqs.google.com,,?,,com,
Bit Flipping,plts.google.com,,?,,com,
Bit Flipping,plu3.google.com,,?,,com,
Bit Flipping,pluc.google.com,,?,,com,
Bit Flipping,pluq.google.com,,?,,com,
Bit Flipping,plur.google.com,,?,,com,
Bit Flipping,plus.coogle.com,,?,,com,
Bit Flipping,plus.eoogle.com,,?,,com,
Bit Flipping,plus.ggogle.com,,?,,com,
Bit Flipping,plus.gkogle.com,,?,,com,
Bit Flipping,plus.gmogle.com,,?,,com,
Bit Flipping,plus.gnogle.com,,?,,com,
Bit Flipping,plus.goggle.com,54.221.207.100,US,UNITED STATES,,com,
Bit Flipping,plus.gokgle.com,,?,,com,
Bit Flipping,plus.gomgle.com,,?,,com,
Bit Flipping,plus.gongle.com,,?,,com,
Bit Flipping,plus.goocle.com,,?,,com,
