Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,ups.com,153.2.228.50,US,UNITED STATES,email-vip.ups.com,com,
Character Omission,usp.com,72.52.4.120,VN,VIET NAM,localhost,com,
Character Omission,usps.cm,,?,,cm,
Character Omission,uss.com,199.248.185.96,CA,CANADA,mxa-00264f01.gslb.pphosted.com,com,
Character Repeat,uspps.com,103.224.182.246,,mx92.mb5p.com,com,
Character Repeat,uspss.com,162.242.150.89,,,com,
Character Repeat,ussps.com,206.188.192.32,US,UNITED STATES,mx1.netsolmail.net,com,
Character Repeat,uusps.com,76.74.212.106,FR,FRANCE,,com,
Character Swap,sups.com,72.52.4.119,US,UNITED STATES,localhost,com,
Character Swap,upss.com,74.208.236.212,US,UNITED STATES,mx00.1and1.com,com,
Character Swap,ussp.com,,?,,com,
Character Replacement,isps.com,216.216.204.7,US,UNITED STATES,syphon.safepages.com,com,
Character Replacement,uaps.com,,?,,com,
Character Replacement,udps.com,98.124.199.108,US,UNITED STATES,,com,
Character Replacement,usos.com,216.119.83.215,US,UNITED STATES,maila30.webcontrolcenter.com,com,
Character Replacement,uspa.com,208.91.197.27,VG,VIRGIN ISLANDS (BRITISH),p.webcom.ctmail.com,com,
Character Replacement,uspd.com,,?,,com,
Character Replacement,ysps.com,211.110.130.223,KR,KOREA REPUBLIC OF,aspmx.l.google.com,com,
Character Insertion,uisps.com,208.73.211.165,US,UNITED STATES,,com,
Character Insertion,usaps.com,198.1.65.46,US,UNITED STATES,mail.usaps.com,com,
Character Insertion,usdps.com,69.16.195.42,US,UNITED STATES,mx2-us1.ppe-hosted.com,com,
Character Insertion,uspos.com,72.14.182.210,US,UNITED STATES,mail.uspos.com,com,
Character Insertion,uspsa.com,104.24.113.221,,mxa.mailgun.org,com,
Character Insertion,uspsd.com,,?,,com,
Character Insertion,uysps.com,68.178.213.61,CA,CANADA,,com,
Missing Dot,uspscom.com,,?,,com,
Missing Dot,wwwusps.com,98.124.199.31,Ø¨,,,com,
Bit Flipping,5sps.com,,?,,com,
Bit Flipping,esps.com,50.63.202.4,US,UNITED STATES,mailstore1.secureserver.net,com,
Bit Flipping,qsps.com,,?,,com,
Bit Flipping,tsps.com,64.255.238.198,US,UNITED STATES,mx2.pacifier.net,com,
Bit Flipping,u3ps.com,173.254.28.147,US,UNITED STATES,u3ps.com,com,
Bit Flipping,ucps.com,72.52.4.119,US,UNITED STATES,localhost,com,
Bit Flipping,uqps.com,185.53.179.7,,mail.h-email.net,com,
Bit Flipping,urps.com,207.148.248.143,™,,,com,
Bit Flipping,us0s.com,,?,,com,
Bit Flipping,usp3.com,52.73.71.92,US,UNITED STATES,,com,
Bit Flipping,uspc.com,64.234.215.4,US,UNITED STATES,mail.uspc.com,com,
Bit Flipping,uspq.com,72.52.4.120,US,UNITED STATES,localhost,com,
Bit Flipping,uspr.com,216.157.88.27,US,UNITED STATES,,com,
Bit Flipping,uspw.com,72.52.4.120,US,UNITED STATES,localhost,com,
Bit Flipping,usqs.com,185.53.179.7,,mail.h-email.net,com,
Bit Flipping,usrs.com,209.61.212.119,US,UNITED STATES,smtp.getontheweb.com,com,
Bit Flipping,usts.com,172.110.97.73,,smtp.usts.com,com,
Bit Flipping,usxs.com,141.8.224.25,CH,SWITZERLAND,,com,
Bit Flipping,uwps.com,124.173.127.243,CN,CHINA,,com,
Bit Flipping,wsps.com,69.172.201.153,US,UNITED STATES,,com,
Wrong TLD,usps.ca,199.59.242.150,CN,CHINA,mx76.m2bp.com,ca,
Wrong TLD,usps.ch,50.63.202.60,JP,JAPAN,smtp.secureserver.net,ch,
Wrong TLD,usps.de,103.224.182.251,,mx92.mb5p.com,de,
Wrong TLD,usps.edu,,?,,edu,
Wrong TLD,usps.es,199.59.242.150,CN,CHINA,mx76.m2bp.com,es,
Wrong TLD,usps.fr,185.53.179.6,,,fr,
Wrong TLD,usps.it,185.53.178.7,,,it,
Wrong TLD,usps.jp,,?,,jp,
Wrong TLD,usps.net,121.254.178.250,KR,KOREA REPUBLIC OF,,net,
Wrong TLD,usps.nl,185.182.56.136,,mail.usps.nl,nl,
Wrong TLD,usps.no,185.53.178.6,,mail.h-email.net,no,
Wrong TLD,usps.org,74.11.41.84,US,UNITED STATES,mail.usps.org,org,
Wrong TLD,usps.ru,144.76.17.110,DE,GERMANY,mx.yandex.ru,ru,
Wrong TLD,usps.se,185.53.178.6,,mail.h-email.net,se,
Wrong TLD,usps.us,,?,,us,

