Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,xbo.com,72.52.4.120,US,UNITED STATES,localhost,com,
Character Omission,xbox.cm,,?,,cm,
Character Omission,xbx.com,174.143.113.72,US,UNITED STATES,mx2.emailsrvr.com,com,
Character Omission,xox.com,185.53.178.8,,mail.h-email.net,com,
Character Repeat,xbbox.com,203.78.142.12,IN,INDIA,,com,
Character Repeat,xboox.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Repeat,xboxx.com,103.224.182.252,,mx92.mb5p.com,com,
Character Repeat,xxbox.com,96.230.83.105,US,UNITED STATES,alt1.aspmx.l.google.com,com,
Character Swap,bxox.com,209.15.13.134,US,UNITED STATES,mail.b-io.co,com,
Character Swap,xbxo.com,,?,,com,
Character Swap,xobx.com,,?,,com,
Character Replacement,cbox.com,104.28.27.178,,,com,
Character Replacement,xbix.com,192.64.147.150,,,com,
Character Replacement,xboc.com,184.168.221.6,CA,CANADA,,com,
Character Replacement,xboz.com,176.74.176.187,CA,CANADA,,com,
Character Replacement,xbpx.com,176.74.176.187,GB,UNITED KINGDOM,,com,
Character Replacement,xnox.com,72.52.4.120,aK,,localhost,com,
Character Replacement,xvox.com,75.98.50.55,US,UNITED STATES,,com,
Character Replacement,zbox.com,23.227.38.32,,d134582b.ess.barracudanetworks.com,com,
Character Insertion,xbnox.com,103.224.212.222,,park-mx.above.com,com,
Character Insertion,xboix.com,103.224.212.222,,mx92.mb5p.com,com,
Character Insertion,xbopx.com,104.131.70.246,,,com,
Character Insertion,xboxc.com,104.27.135.230,,dc-189be32c492b.xboxc.com,com,
Character Insertion,xboxz.com,52.178.167.109,RO,ROMANIA,,com,
Character Insertion,xbvox.com,184.168.221.78,US,UNITED STATES,mailstore1.secureserver.net,com,
Character Insertion,xcbox.com,104.160.171.92,,,com,
Character Insertion,xzbox.com,,?,,com,
Missing Dot,wwwxbox.com,40.84.199.233,US,UNITED STATES,,com,
Missing Dot,xboxcom.com,,?,,com,
Singular or Pluralise,xboxes.com,208.73.211.165,US,UNITED STATES,,com,
Bit Flipping,8box.com,47.90.105.71,CA,CANADA,116.62.8.142,com,
Bit Flipping,hbox.com,,?,,com,
Bit Flipping,pbox.com,209.212.81.52,US,UNITED STATES,mail.pbox.com,com,
Bit Flipping,xbgx.com,72.52.4.120,US,UNITED STATES,localhost,com,
Bit Flipping,xbkx.com,199.59.242.150,US,UNITED STATES,mx76.m2bp.com,com,
Bit Flipping,xbmx.com,176.74.176.187,GB,UNITED KINGDOM,,com,
Bit Flipping,xbnx.com,124.232.147.190,CN,CHINA,,com,
Bit Flipping,xbo8.com,,?,,com,
Bit Flipping,xboh.com,184.168.221.104,US,UNITED STATES,,com,
Bit Flipping,xbop.com,23.23.174.132,MA,MOROCCO,,com,
Bit Flipping,xboy.com,137.74.9.86,CA,CANADA,redirect.ovh.net,com,
Bit Flipping,xcox.com,192.185.110.161,,mail.xcox.com,com,
Bit Flipping,xfox.com,,?,,com,
Bit Flipping,xjox.com,,?,,com,
Bit Flipping,xrox.com,98.124.245.24,US,UNITED STATES,mail.b-io.co,com,
Bit Flipping,ybox.com,52.52.114.191,US,UNITED STATES,alt2.aspmx.l.google.com,com,
Homoglyphs,xb0x.com,50.63.202.4,US,UNITED STATES,,com,
Wrong TLD,xbox.ca,104.43.142.34,,,ca,
Wrong TLD,xbox.ch,134.170.29.210,FR,FRANCE,,ch,
Wrong TLD,xbox.de,134.170.29.82,US,UNITED STATES,,de,
Wrong TLD,xbox.edu,,?,,edu,
Wrong TLD,xbox.es,104.40.191.237,,,es,
Wrong TLD,xbox.fr,134.170.29.210,US,UNITED STATES,mail.xbox.fr,fr,
Wrong TLD,xbox.it,52.178.167.109,US,UNITED STATES,maila.microsoft.com,it,
Wrong TLD,xbox.jp,134.170.29.82,US,UNITED STATES,,jp,
Wrong TLD,xbox.net,184.168.221.104,US,UNITED STATES,,net,
Wrong TLD,xbox.nl,52.178.167.109,US,UNITED STATES,mailc.microsoft.com,nl,
Wrong TLD,xbox.no,40.84.199.233,US,UNITED STATES,,no,
Wrong TLD,xbox.org,40.84.199.233,US,UNITED STATES,,org,
Wrong TLD,xbox.ru,,?,,ru,
Wrong TLD,xbox.se,134.170.29.210,US,UNITED STATES,,se,
Wrong TLD,xbox.us,134.170.29.82,US,UNITED STATES,,us,

