Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,sar.gov.za,,?,,gov.za,
Character Omission,sas.gov.za,,?,,gov.za,
Character Omission,srs.gov.za,,?,,gov.za,
Character Repeat,saars.gov.za,,?,,gov.za,
Character Repeat,sarrs.gov.za,,?,,gov.za,
Character Repeat,sarss.gov.za,,?,,gov.za,
Character Repeat,ssars.gov.za,,?,,gov.za,
Character Swap,asrs.gov.za,,?,,gov.za,
Character Swap,sars.gov.az,,?,,az,
Character Swap,sasr.gov.za,,?,,gov.za,
Character Swap,sras.gov.za,,?,,gov.za,
Character Replacement,aars.gov.za,,?,,gov.za,
Character Replacement,dars.gov.za,,?,,gov.za,
Character Replacement,saes.gov.za,,?,,gov.za,
Character Replacement,sara.gov.za,,?,,gov.za,
Character Replacement,sard.gov.za,,?,,gov.za,
Character Replacement,sats.gov.za,,?,,gov.za,
Character Replacement,ssrs.gov.za,,?,,gov.za,
Character Insertion,sares.gov.za,,?,,gov.za,
Character Insertion,sarsa.gov.za,,?,,gov.za,
Character Insertion,sarsd.gov.za,,?,,gov.za,
Character Insertion,sarts.gov.za,,?,,gov.za,
Character Insertion,sasrs.gov.za,,?,,gov.za,
Character Insertion,sdars.gov.za,,?,,gov.za,
Missing Dot,wwwsars.gov.za,,?,,gov.za,
Bit Flipping,3ars.gov.za,,?,,gov.za,
Bit Flipping,cars.gov.za,,?,,gov.za,
Bit Flipping,qars.gov.za,,?,,gov.za,
Bit Flipping,rars.gov.za,,?,,gov.za,
Bit Flipping,sa2s.gov.za,,?,,gov.za,
Bit Flipping,sabs.gov.za,,?,,gov.za,
Bit Flipping,saps.gov.za,,?,securemail-mx3.synaq.com,gov.za,
Bit Flipping,sar3.gov.za,,?,,gov.za,
Bit Flipping,sarc.gov.za,,?,,gov.za,
Bit Flipping,sarq.gov.za,,?,,gov.za,
Bit Flipping,sarr.gov.za,,?,,gov.za,
Bit Flipping,sarw.gov.za,,?,,gov.za,
Bit Flipping,sass.gov.za,,?,,gov.za,
Bit Flipping,savs.gov.za,,?,,gov.za,
Bit Flipping,sazs.gov.za,,?,,gov.za,
Bit Flipping,scrs.gov.za,,?,,gov.za,
Bit Flipping,sers.gov.za,,?,,gov.za,
Bit Flipping,sirs.gov.za,,?,,gov.za,
Bit Flipping,sqrs.gov.za,,?,,gov.za,
Bit Flipping,wars.gov.za,,?,,gov.za,
Wrong TLD,sars.ca,208.73.210.202,US,UNITED STATES,,ca,
Wrong TLD,sars.ch,,?,,ch,
Wrong TLD,sars.com,98.124.245.24,US,UNITED STATES,mail.b-io.co,com,
Wrong TLD,sars.de,89.31.143.1,DE,GERMANY,mx00.udag.de,de,
Wrong TLD,sars.edu,,?,,edu,
Wrong TLD,sars.es,217.160.0.72,bé,,mx01.1and1.es,es,
Wrong TLD,sars.fr,,?,,fr,
Wrong TLD,sars.it,212.239.60.238,IT,ITALY,,it,
Wrong TLD,sars.jp,,?,,jp,
Wrong TLD,sars.net,184.168.221.1,US,UNITED STATES,aspmx2.googlemail.com,net,
Wrong TLD,sars.nl,213.132.194.75,NL,NETHERLANDS,sars-nl.mail.protection.outlook.com,nl,
Wrong TLD,sars.no,129.177.13.76,NO,NORWAY,rolf.uib.no,no,
Wrong TLD,sars.org,64.89.44.97,US,UNITED STATES,,org,
Wrong TLD,sars.ru,31.31.205.163,RU,RUSSIAN FEDERATION,,ru,
Wrong TLD,sars.se,159.253.26.87,SE,SWEDEN,mail.parking.se,se,
Wrong TLD,sars.us,72.52.4.119,US,UNITED STATES,localhost,us,
Wrong SLD,sars.ac.za,,?,,ac.za,
Wrong SLD,sars.agric.za,,?,,agric.za,
Wrong SLD,sars.alt.za,,?,,alt.za,
Wrong SLD,sars.bourse.za,,?,,bourse.za,
Wrong SLD,sars.city.za,,?,,city.za,
Wrong SLD,sars.co.za,196.38.114.178,ZA,SOUTH AFRICA,,co.za,
Wrong SLD,sars.cybernet.za,,?,,cybernet.za,
Wrong SLD,sars.db.za,,?,,db.za,
Wrong SLD,sars.edu.za,,?,,edu.za,
Wrong SLD,sars.grondar.za,,?,,grondar.za,
Wrong SLD,sars.iaccess.za,,?,,iaccess.za,
Wrong SLD,sars.imt.za,,?,,imt.za,
Wrong SLD,sars.inca.za,,?,,inca.za,
Wrong SLD,sars.law.za,,?,,law.za,
Wrong SLD,sars.mil.za,,?,,mil.za,
Wrong SLD,sars.net.za,,?,,net.za,
Wrong SLD,sars.ngo.za,,?,,ngo.za,
Wrong SLD,sars.nis.za,,?,,nis.za,
Wrong SLD,sars.nom.za,78.31.111.139,FR,FRANCE,,nom.za,
Wrong SLD,sars.olivetti.za,,?,,olivetti.za,
Wrong SLD,sars.org.za,185.53.178.9,,,org.za,
Wrong SLD,sars.pix.za,,?,,pix.za,
Wrong SLD,sars.school.za,,?,,school.za,
Wrong SLD,sars.tm.za,,?,,tm.za,
Wrong SLD,sars.web.za,,?,,web.za,

