Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,bm.gov.au,,?,,gov.au,
Character Omission,bo.gov.au,,?,,gov.au,
Character Repeat,bbom.gov.au,,?,,gov.au,
Character Repeat,bomm.gov.au,,?,,gov.au,
Character Repeat,boom.gov.au,,?,,gov.au,
Character Swap,bmo.gov.au,,?,,gov.au,
Character Swap,bom.gov.ua,,?,,gov.ua,
Character Swap,obm.gov.au,,?,,gov.au,
Character Replacement,bim.gov.au,,?,,gov.au,
Character Replacement,bom.gov.ai,,?,,ai,
Character Replacement,bom.gov.su,,?,,su,
Character Replacement,bon.gov.au,,?,,gov.au,
Character Replacement,bpm.gov.au,,?,,gov.au,
Character Replacement,nom.gov.au,,?,,gov.au,
Character Replacement,vom.gov.au,,?,,gov.au,
Character Insertion,bnom.gov.au,,?,,gov.au,
Character Insertion,boim.gov.au,,?,,gov.au,
Character Insertion,bomn.gov.au,,?,,gov.au,
Character Insertion,bopm.gov.au,,?,,gov.au,
Character Insertion,bvom.gov.au,,?,,gov.au,
Missing Dot,wwwbom.gov.au,,?,,gov.au,
Singular or Pluralise,boms.gov.au,,?,,gov.au,
Vowel Swap,bom.gov.ae,,?,,ae,
Vowel Swap,bom.gov.eu,,?,,eu,
Bit Flipping,bgm.gov.au,,?,,gov.au,
Bit Flipping,bkm.gov.au,,?,,gov.au,
Bit Flipping,bmm.gov.au,,?,,gov.au,
Bit Flipping,bnm.gov.au,,?,,gov.au,
Bit Flipping,bo-.gov.au,,?,,gov.au,
Bit Flipping,boe.gov.au,,?,,gov.au,
Bit Flipping,boi.gov.au,,?,,gov.au,
Bit Flipping,bol.gov.au,,?,,gov.au,
Bit Flipping,bom.gov.aq,,?,,aq,
Bit Flipping,bom.gov.at,,?,,at,
Bit Flipping,bom.gov.aw,,?,,aw,
Bit Flipping,bom.gov.cu,,?,,cu,
Bit Flipping,boo.gov.au,,?,,gov.au,
Bit Flipping,com.gov.au,,?,,gov.au,
Bit Flipping,fom.gov.au,,?,,gov.au,
Bit Flipping,jom.gov.au,,?,,gov.au,
Bit Flipping,rom.gov.au,,?,,gov.au,
Homoglyphs,b0m.gov.au,,?,,gov.au,
Homoglyphs,born.gov.au,,?,,gov.au,
Wrong TLD,bom.ca,174.96.251.54,US,UNITED STATES,,ca,
Wrong TLD,bom.ch,212.243.165.93,CH,SWITZERLAND,alt1.aspmx.l.google.com,ch,
Wrong TLD,bom.com,104.20.86.241,,bom-com.mail.protection.outlook.com,com,
Wrong TLD,bom.de,80.237.132.153,DE,GERMANY,mx0.bom.de,de,
Wrong TLD,bom.edu,,?,,edu,
Wrong TLD,bom.es,185.53.178.9,,mail.h-email.net,es,
Wrong TLD,bom.fr,195.68.40.244,GB,UNITED KINGDOM,bom-fr.mail.protection.outlook.com,fr,
Wrong TLD,bom.it,46.37.14.19,CZ,CZECH REPUBLIC,,it,
Wrong TLD,bom.jp,219.94.129.156,JP,JAPAN,bom.jp,jp,
Wrong TLD,bom.net,165.160.15.20,US,UNITED STATES,custmx.cscdns.net,net,
Wrong TLD,bom.nl,213.171.134.70,NL,NETHERLANDS,mx1.c01.avira.com,nl,
Wrong TLD,bom.no,83.143.85.251,NO,NORWAY,mx1.buwas.hosting,no,
Wrong TLD,bom.org,54.245.240.235,US,UNITED STATES,,org,
Wrong TLD,bom.ru,,?,,ru,
Wrong TLD,bom.se,62.20.1.160,SE,SWEDEN,mail.bom.se,se,
Wrong TLD,bom.us,45.79.90.92,,alt2.aspmx.l.google.com,us,
Wrong SLD,bom.act.au,,?,,act.au,
Wrong SLD,bom.asn.au,,?,,asn.au,
Wrong SLD,bom.com.au,165.160.13.20,US,UNITED STATES,,com.au,
Wrong SLD,bom.csiro.au,,?,,csiro.au,
Wrong SLD,bom.edu.au,,?,,edu.au,
Wrong SLD,bom.id.au,,?,,id.au,
Wrong SLD,bom.net.au,165.160.15.20,>,,,net.au,
Wrong SLD,bom.nsw.au,,?,,nsw.au,
Wrong SLD,bom.nt.au,,?,,nt.au,
Wrong SLD,bom.org.au,209.99.16.245,US,UNITED STATES,bom.org.au,org.au,
Wrong SLD,bom.qld.au,,?,,qld.au,
Wrong SLD,bom.sa.au,,?,,sa.au,
Wrong SLD,bom.tas.au,,?,,tas.au,
Wrong SLD,bom.vic.au,,?,,vic.au,
Wrong SLD,bom.wa.au,,?,,wa.au,

