Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,u.org,67.199.248.12,US,UNITED STATES,,org,
Character Repeat,unn.org,208.73.211.70,CA,CANADA,,org,
Character Repeat,uun.org,,?,garage4.uun.org,org,
Character Swap,nu.org,,?,alt3.aspmx.l.google.com,org,
Character Replacement,in.org,162.255.119.249,,,org,
Character Replacement,ub.org,69.16.232.146,AU,AUSTRALIA,aspmx.l.google.com,org,
Character Replacement,um.org,131.155.71.183,NL,NETHERLANDS,mailstore1.secureserver.net,org,
Character Replacement,yn.org,72.52.4.120,US,UNITED STATES,localhost,org,
Character Insertion,uin.org,208.73.211.70,US,UNITED STATES,,org,
Character Insertion,unb.org,72.52.4.120,US,UNITED STATES,localhost,org,
Character Insertion,unm.org,208.73.211.165,US,UNITED STATES,,org,
Character Insertion,uyn.org,208.73.211.70,US,UNITED STATES,,org,
Missing Dot,unorg.com,72.52.4.120,US,UNITED STATES,localhost,com,
Missing Dot,wwwun.org,69.64.147.34,Ë,,,org,
Singular or Pluralise,uns.org,80.237.243.173,DE,GERMANY,aspmx3.googlemail.com,org,
Bit Flipping,5n.org,192.158.234.156,,mxbiz1.qq.com,org,
Bit Flipping,en.org,184.168.221.33,US,UNITED STATES,mailstore1.secureserver.net,org,
Bit Flipping,qn.org,98.124.245.24,US,UNITED STATES,mail.b-io.co,org,
Bit Flipping,tn.org,69.42.33.171,US,UNITED STATES,,org,
Bit Flipping,uf.org,108.179.198.169,US,UNITED STATES,mail.uf.org,org,
Bit Flipping,uj.org,72.52.4.120,US,UNITED STATES,localhost,org,
Bit Flipping,ul.org,12.32.81.185,US,UNITED STATES,ul-org.mail.protection.outlook.com,org,
Bit Flipping,uo.org,208.73.211.70,US,UNITED STATES,,org,
Bit Flipping,wn.org,45.79.165.136,,wn-org.mail.protection.outlook.com,org,
Wrong TLD,un.ca,72.52.4.120,US,UNITED STATES,localhost,ca,
Wrong TLD,un.ch,,?,,ch,
Wrong TLD,un.com,208.91.197.27,US,UNITED STATES,p.webcom.ctmail.com,com,
Wrong TLD,un.de,,?,mx1.ipandmore.de,de,
Wrong TLD,un.edu,,?,,edu,
Wrong TLD,un.es,,?,,es,
Wrong TLD,un.fr,95.142.101.112,NL,NETHERLANDS,mx02.nexthal.com,fr,
Wrong TLD,un.it,,?,,it,
Wrong TLD,un.jp,,?,,jp,
Wrong TLD,un.net,199.59.242.150,CN,CHINA,,net,
Wrong TLD,un.nl,146.185.53.23,BE,BELGIUM,,nl,
Wrong TLD,un.no,77.110.214.139,NO,NORWAY,un.no,no,
Wrong TLD,un.ru,207.198.115.12,US,UNITED STATES,,ru,
Wrong TLD,un.se,,?,aspmx.l.google.com,se,
Wrong TLD,un.us,,?,,us,

