Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,ariv.org,213.186.33.40,FR,FRANCE,mxb.ovh.net,org,
Character Omission,arxi.org,184.168.221.51,US,UNITED STATES,,org,
Character Omission,arxv.org,162.255.119.250,,eforward3.registrar-servers.com,org,
Character Omission,axiv.org,103.224.212.222,,mx92.m1bp.com,org,
Character Repeat,aarxiv.org,,?,,org,
Character Repeat,arrxiv.org,,?,,org,
Character Repeat,arxiiv.org,,?,,org,
Character Repeat,arxivv.org,,?,,org,
Character Repeat,arxxiv.org,,?,,org,
Character Swap,arixv.org,198.54.116.89,,mail.arixv.org,org,
Character Swap,arxvi.org,,?,,org,
Character Swap,axriv.org,,?,,org,
Character Swap,raxiv.org,,?,,org,
Character Replacement,aexiv.org,,?,,org,
Character Replacement,arciv.org,104.156.60.178,,mail.arciv.org,org,
Character Replacement,arxib.org,,?,,org,
Character Replacement,arxic.org,199.59.242.150,US,UNITED STATES,mx76.mb1p.com,org,
Character Replacement,arxov.org,199.59.242.150,CN,CHINA,mx76.m2bp.com,org,
Character Replacement,arxuv.org,199.59.242.150,CN,CHINA,mx76.m2bp.com,org,
Character Replacement,arziv.org,,?,,org,
Character Replacement,atxiv.org,,?,,org,
Character Replacement,srxiv.org,,?,,org,
Character Insertion,arexiv.org,,?,,org,
Character Insertion,artxiv.org,,?,,org,
Character Insertion,arxciv.org,,?,,org,
Character Insertion,arxiov.org,,?,,org,
Character Insertion,arxiuv.org,,?,,org,
Character Insertion,arxivb.org,,?,,org,
Character Insertion,arxivc.org,,?,,org,
Character Insertion,arxziv.org,,?,,org,
Character Insertion,asrxiv.org,,?,,org,
Missing Dot,arxivorg.com,,?,,com,
Missing Dot,wwwarxiv.org,,?,,org,
Singular or Pluralise,arxivs.org,,?,,org,
Vowel Swap,arxav.org,,?,,org,
Vowel Swap,arxev.org,,?,,org,
Homophones,arxayev.org,,?,,org,
Homophones,arxeyev.org,,?,,org,
Bit Flipping,a2xiv.org,,?,,org,
Bit Flipping,abxiv.org,,?,,org,
Bit Flipping,apxiv.org,,?,,org,
Bit Flipping,ar8iv.org,,?,,org,
Bit Flipping,arhiv.org,,?,,org,
Bit Flipping,arpiv.org,,?,,org,
Bit Flipping,arxhv.org,,?,,org,
Bit Flipping,arxi6.org,,?,,org,
Bit Flipping,arxif.org,217.160.230.96,DE,GERMANY,mx00.1and1.es,org,
Bit Flipping,arxir.org,,?,,org,
Bit Flipping,arxit.org,,?,,org,
Bit Flipping,arxiw.org,,?,,org,
Bit Flipping,arxkv.org,,?,,org,
Bit Flipping,arxmv.org,,?,,org,
Bit Flipping,arxyv.org,,?,,org,
Bit Flipping,aryiv.org,69.89.31.121,US,UNITED STATES,mail.aryiv.org,org,
Bit Flipping,asxiv.org,,?,,org,
Bit Flipping,avxiv.org,,?,,org,
Bit Flipping,azxiv.org,,?,,org,
Bit Flipping,crxiv.org,,?,,org,
Bit Flipping,erxiv.org,,?,,org,
Bit Flipping,irxiv.org,,?,,org,
Bit Flipping,qrxiv.org,,?,,org,
Homoglyphs,arxlv.org,,?,,org,
Wrong TLD,arxiv.ca,,?,,ca,
Wrong TLD,arxiv.ch,,?,,ch,
Wrong TLD,arxiv.com,128.84.21.199,US,UNITED STATES,,com,
Wrong TLD,arxiv.de,88.99.25.143,GB,UNITED KINGDOM,server.arxiv.de,de,
Wrong TLD,arxiv.edu,,?,,edu,
Wrong TLD,arxiv.es,,?,,es,
Wrong TLD,arxiv.fr,,?,,fr,
Wrong TLD,arxiv.it,,?,mail.arxiv.it,it,
Wrong TLD,arxiv.jp,202.181.99.87,JP,JAPAN,alt3.aspmx.l.google.com,jp,
Wrong TLD,arxiv.net,50.63.202.31,US,UNITED STATES,smtp.secureserver.net,net,
Wrong TLD,arxiv.nl,,?,,nl,
Wrong TLD,arxiv.no,,?,,no,
Wrong TLD,arxiv.ru,185.53.179.40,,,ru,
Wrong TLD,arxiv.se,199.59.242.150,CN,CHINA,mx76.m2bp.com,se,
Wrong TLD,arxiv.us,50.63.202.8,US,UNITED STATES,mailstore1.secureserver.net,us,

