Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,fipkart.com,208.91.196.94,VG,VIRGIN ISLANDS (BRITISH),,com,
Character Omission,flikart.com,216.157.88.24,US,UNITED STATES,,com,
Character Omission,flipart.com,82.98.139.155,ES,SPAIN,mail.flipart.com,com,
Character Omission,flipkar.com,208.91.196.94,VG,VIRGIN ISLANDS (BRITISH),,com,
Character Omission,flipkart.cm,199.59.242.150,CN,CHINA,mx76.m2bp.com,cm,
Character Omission,flipkat.com,103.224.182.210,,park-mx.above.com,com,
Character Omission,flipkrt.com,208.91.196.94,CA,CANADA,,com,
Character Omission,flpkart.com,208.91.196.94,VG,VIRGIN ISLANDS (BRITISH),,com,
Character Repeat,fflipkart.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Repeat,fliipkart.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Repeat,flipkaart.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Repeat,flipkarrt.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Repeat,flipkartt.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Repeat,flipkkart.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Repeat,flippkart.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Repeat,fllipkart.com,103.224.182.238,,park-mx.above.com,com,
Character Swap,filpkart.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Swap,flikpart.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Swap,flipakrt.com,184.168.221.26,CA,CANADA,mailstore1.secureserver.net,com,
Character Swap,flipkatr.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Swap,flipkrat.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Swap,flpikart.com,199.59.242.150,CA,CANADA,mx76.m2bp.com,com,
Character Swap,lfipkart.com,103.224.212.222,,mx92.m1bp.com,com,
Character Replacement,dlipkart.com,199.59.242.150,MG,MADAGASCAR,mx76.m2bp.com,com,
