Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,tms.ac.ir,,?,,ir,
Character Omission,tum.ac.ir,,?,,ir,
Character Omission,tums.a.ir,,?,,ir,
Character Omission,tums.c.ir,,?,,ir,
Character Omission,tumsac.ir,,?,,ir,
Character Omission,tus.ac.ir,,?,,ir,
Character Repeat,ttums.ac.ir,,?,,ir,
Character Repeat,tumms.ac.ir,,?,,ir,
Character Repeat,tums.aac.ir,,?,,ir,
Character Repeat,tums.acc.ir,,?,,ir,
Character Repeat,tumss.ac.ir,,?,,ir,
Character Repeat,tuums.ac.ir,,?,,ir,
Character Swap,tmus.ac.ir,,?,,ir,
Character Swap,tum.sac.ir,,?,,ir,
Character Swap,tums.ca.ir,,?,,ir,
Character Swap,tumsa.c.ir,,?,,ir,
Character Swap,tusm.ac.ir,,?,,ir,
Character Swap,utms.ac.ir,,?,,ir,
Character Replacement,rums.ac.ir,185.203.196.133,,mail.rums.ac.ir,ir,
Character Replacement,tims.ac.ir,,?,,ir,
Character Replacement,tuma.ac.ir,,?,,ir,
Character Replacement,tumd.ac.ir,,?,,ir,
Character Replacement,tums.ac.ie,,?,,ie,
Character Replacement,tums.ac.it,,?,,it,
Character Replacement,tums.av.ir,,?,,ir,
Character Replacement,tums.ax.ir,,?,,ir,
Character Replacement,tums.sc.ir,,?,,ir,
Character Replacement,tuns.ac.ir,,?,,ir,
Character Replacement,tyms.ac.ir,,?,,ir,
Character Replacement,yums.ac.ir,78.39.112.0,IR,IRAN (ISLAMIC REPUBLIC OF),mail.yums.ac.ir,ir,
Character Insertion,trums.ac.ir,,?,,ir,
Character Insertion,tuims.ac.ir,,?,,ir,
Character Insertion,tumns.ac.ir,,?,,ir,
Character Insertion,tums.acv.ir,,?,,ir,
Character Insertion,tums.acx.ir,,?,,ir,
Character Insertion,tums.asc.ir,,?,,ir,
Character Insertion,tumsa.ac.ir,,?,,ir,
Character Insertion,tumsd.ac.ir,,?,,ir,
Character Insertion,tuyms.ac.ir,,?,,ir,
Character Insertion,tyums.ac.ir,,?,,ir,
Missing Dot,wwwtums.ac.ir,,?,,ir,
Singular or Pluralise,ac.ir,,?,,ir,
Singular or Pluralise,acs.ir,95.154.217.196,CO,COLOMBIA,acs.ir,ir,
Vowel Swap,tams.ac.ir,,?,,ir,
Vowel Swap,tems.ac.ir,,?,,ir,
Vowel Swap,toms.ac.ir,,?,,ir,
Vowel Swap,tums.ec.ir,,?,,ir,
Vowel Swap,tums.ic.ir,,?,,ir,
Vowel Swap,tums.oc.ir,,?,,ir,
Vowel Swap,tums.uc.ir,,?,,ir,
Bit Flipping,4ums.ac.ir,,?,,ir,
Bit Flipping,dums.ac.ir,185.107.28.24,,mail.dums.ac.ir,ir,
Bit Flipping,pums.ac.ir,,?,,ir,
Bit Flipping,t5ms.ac.ir,,?,,ir,
Bit Flipping,tqms.ac.ir,,?,,ir,
Bit Flipping,ttms.ac.ir,,?,,ir,
Bit Flipping,tu-s.ac.ir,,?,,ir,
Bit Flipping,tues.ac.ir,,?,,ir,
Bit Flipping,tuis.ac.ir,,?,,ir,
Bit Flipping,tuls.ac.ir,,?,,ir,
Bit Flipping,tum3.ac.ir,,?,,ir,
Bit Flipping,tumc.ac.ir,,?,,ir,
Bit Flipping,tumq.ac.ir,,?,,ir,
Bit Flipping,tumr.ac.ir,,?,,ir,
Bit Flipping,tums.aa.ir,,?,,ir,
Bit Flipping,tums.ab.ir,,?,,ir,
Bit Flipping,tums.ac.hr,,?,,hr,
Bit Flipping,tums.ac.is,148.251.74.163,GB,UNITED KINGDOM,ac-is.mail.protection.outlook.com,is,
Bit Flipping,tums.ac.kr,,?,,kr,
Bit Flipping,tums.ac.mr,,?,,mr,
Bit Flipping,tums.ag.ir,,?,,ir,
Bit Flipping,tums.ak.ir,,?,,ir,
Bit Flipping,tums.as.ir,,?,,ir,
Bit Flipping,tums.cc.ir,,?,,ir,
Bit Flipping,tums.qc.ir,,?,,ir,
Bit Flipping,tumsnac.ir,,?,,ir,
Bit Flipping,tumw.ac.ir,,?,,ir,
Bit Flipping,tuos.ac.ir,,?,,ir,
Bit Flipping,twms.ac.ir,,?,,ir,
Bit Flipping,uums.ac.ir,,?,,ir,
Bit Flipping,vums.ac.ir,185.123.209.246,,mail.vums.ac.ir,ir,
Homoglyphs,turns.ac.ir,,?,,ir,
Wrong TLD,ac.ca,69.90.47.16,US,UNITED STATES,mail.ac.ca,ca,
Wrong TLD,ac.ch,,?,,ch,
Wrong TLD,ac.com,203.27.227.220,AU,AUSTRALIA,,com,
Wrong TLD,ac.de,,?,,de,
Wrong TLD,ac.edu,192.237.142.203,,smtp.ac.edu,edu,
Wrong TLD,ac.es,,?,,es,
Wrong TLD,ac.fr,,?,,fr,
Wrong TLD,ac.it,,?,,it,
Wrong TLD,ac.jp,,?,,jp,
Wrong TLD,ac.net,208.73.211.70,US,UNITED STATES,,net,
Wrong TLD,ac.nl,54.72.213.111,US,UNITED STATES,relay.transip.nl,nl,
Wrong TLD,ac.no,193.142.109.34,NO,NORWAY,mx.domeneshop.no,no,
Wrong TLD,ac.org,,?,,org,
Wrong TLD,ac.ru,,?,,ru,
Wrong TLD,ac.se,,?,,se,
Wrong TLD,ac.uk,,?,rimmer.ja.net,ac.uk,
Wrong TLD,ac.us,,?,,us,

