Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Bit Flipping,expddia.com,204.74.99.100,US,UNITED STATES,,com,
Bit Flipping,expedha.com,,?,,com,
Bit Flipping,expedic.com,72.52.4.119,US,UNITED STATES,localhost,com,
Bit Flipping,expediq.com,204.74.99.100,US,UNITED STATES,,com,
Bit Flipping,expedka.com,204.74.99.100,US,UNITED STATES,custmx.register.com,com,
Bit Flipping,expedma.com,,?,,com,
Bit Flipping,expedya.com,204.74.99.100,US,UNITED STATES,,com,
Bit Flipping,expeeia.com,69.162.80.60,US,UNITED STATES,,com,
Bit Flipping,expelia.com,192.185.12.240,,mail.expelia.com,com,
Bit Flipping,expetia.com,184.168.221.24,US,UNITED STATES,mailstore1.secureserver.net,com,
Bit Flipping,expgdia.com,,?,,com,
Bit Flipping,expmdia.com,,?,,com,
Bit Flipping,exqedia.com,69.64.147.242,US,UNITED STATES,,com,
Bit Flipping,exredia.com,,?,,com,
Bit Flipping,extedia.com,78.41.204.28,NL,NETHERLANDS,,com,
Bit Flipping,exxedia.com,,?,,com,
Bit Flipping,eypedia.com,103.224.212.222,,mx92.mb5p.com,com,
Bit Flipping,gxpedia.com,52.73.71.92,US,UNITED STATES,,com,
Bit Flipping,mxpedia.com,,?,,com,
Bit Flipping,uxpedia.com,185.53.179.8,,mail.h-email.net,com,
Homoglyphs,expeclia.com,,?,,com,
Homoglyphs,expedla.com,72.52.4.119,US,UNITED STATES,localhost,com,
Wrong TLD,expedia.ca,204.74.99.101,US,UNITED STATES,,ca,
Wrong TLD,expedia.ch,23.79.68.132,,custmx.register.com,ch,
Wrong TLD,expedia.de,204.74.99.101,US,UNITED STATES,smtp.expedia.com,de,
Wrong TLD,expedia.edu,,?,,edu,
Wrong TLD,expedia.es,204.74.99.101,US,UNITED STATES,,es,
Wrong TLD,expedia.fr,204.74.99.101,US,UNITED STATES,smtp.brokair.com,fr,
Wrong TLD,expedia.it,204.74.99.101,US,UNITED STATES,mail1.microsoft.com,it,
Wrong TLD,expedia.jp,204.74.99.100,US,UNITED STATES,custmx.register.com,jp,
Wrong TLD,expedia.net,204.74.99.101,US,UNITED STATES,,net,
Wrong TLD,expedia.nl,23.79.68.132,,mails.beins.nl,nl,
Wrong TLD,expedia.no,204.74.99.101,US,UNITED STATES,mx1a.expedia.com,no,
Wrong TLD,expedia.org,204.74.99.101,US,UNITED STATES,,org,
Wrong TLD,expedia.ru,204.74.99.100,US,UNITED STATES,,ru,
Wrong TLD,expedia.se,204.74.99.101,US,UNITED STATES,custmx.register.com,se,
Wrong TLD,expedia.us,204.74.99.100,US,UNITED STATES,,us,

