Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Omission,zapos.com,216.146.46.10,US,UNITED STATES,,com,
Character Omission,zappo.com,66.209.92.150,US,UNITED STATES,smtp.zappos.com,com,
Character Omission,zappos.cm,85.25.199.30,DE,GERMANY,,cm,
Character Omission,zapps.com,52.216.19.42,US,UNITED STATES,,com,
Character Omission,zppos.com,,?,mx94.mb1p.com,com,
Character Repeat,zaappos.com,216.146.46.11,US,UNITED STATES,,com,
Character Repeat,zappoos.com,216.146.46.10,US,UNITED STATES,,com,
Character Repeat,zapposs.com,216.146.46.10,US,UNITED STATES,,com,
Character Repeat,zapppos.com,216.146.46.11,ؒ,,,com,
Character Repeat,zzappos.com,216.146.46.11,US,UNITED STATES,,com,
Character Swap,azppos.com,216.146.46.10,US,UNITED STATES,,com,
Character Swap,zapops.com,,?,,com,
Character Swap,zappso.com,216.146.46.10,US,UNITED STATES,,com,
Character Swap,zpapos.com,216.146.46.11,US,UNITED STATES,,com,
Character Replacement,xappos.com,216.146.46.11,US,UNITED STATES,,com,
Character Replacement,zaopos.com,,?,,com,
Character Replacement,zapoos.com,216.146.46.10,US,UNITED STATES,,com,
Character Replacement,zappis.com,162.144.159.171,,asf4.computan.com,com,
Character Replacement,zappoa.com,216.146.46.10,US,UNITED STATES,,com,
Character Replacement,zappod.com,216.146.46.10,US,UNITED STATES,,com,
Character Replacement,zappps.com,216.146.46.10,US,UNITED STATES,,com,
Character Replacement,zsppos.com,216.146.46.10,US,UNITED STATES,,com,
Double Character Replacement,zaooos.com,72.52.4.120,US,UNITED STATES,localhost,com,
Character Insertion,zapopos.com,198.50.233.235,,,com,
Character Insertion,zappois.com,198.50.233.234,,,com,
Character Insertion,zappops.com,72.52.4.120,US,UNITED STATES,localhost,com,
Character Insertion,zapposa.com,72.52.10.14,US,UNITED STATES,,com,
Character Insertion,zapposd.com,216.146.46.10,US,UNITED STATES,,com,
Character Insertion,zasppos.com,216.146.46.10,CA,CANADA,,com,
Character Insertion,zxappos.com,216.146.46.10,CA,CANADA,,com,
Missing Dot,wwwzappos.com,216.146.46.11,US,UNITED STATES,,com,
Missing Dot,zapposcom.com,216.146.46.11,CZ,CZECH REPUBLIC,,com,
Vowel Swap,zeppos.com,23.101.172.244,,aspmx.l.google.com,com,
Vowel Swap,zippos.com,204.232.166.129,US,UNITED STATES,,com,
Vowel Swap,zoppos.com,216.146.46.10,US,UNITED STATES,,com,
Vowel Swap,zuppos.com,208.91.196.152,VG,VIRGIN ISLANDS (BRITISH),,com,
Bit Flipping,jappos.com,216.146.46.10,PK,PAKISTAN,,com,
Bit Flipping,rappos.com,37.228.153.11,DE,GERMANY,mail.rappos.com,com,
Bit Flipping,za0pos.com,209.99.64.18,US,UNITED STATES,,com,
Bit Flipping,zap0os.com,209.99.64.18,US,UNITED STATES,,com,
Bit Flipping,zappgs.com,,?,,com,
Bit Flipping,zappks.com,216.146.46.11,US,UNITED STATES,,com,
Bit Flipping,zappms.com,,?,,com,
Bit Flipping,zappns.com,,?,,com,
Bit Flipping,zappo3.com,,?,,com,
Bit Flipping,zappoc.com,103.224.182.251,,park-mx.above.com,com,
Bit Flipping,zappoq.com,72.52.10.14,US,UNITED STATES,,com,
Bit Flipping,zappor.com,54.72.11.253,US,UNITED STATES,mail.h-email.net,com,
Bit Flipping,zappow.com,50.63.112.1,US,UNITED STATES,mailstore1.secureserver.net,com,
Bit Flipping,zapqos.com,,?,,com,
Bit Flipping,zapros.com,72.52.4.120,US,UNITED STATES,localhost,com,
Bit Flipping,zaptos.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Bit Flipping,zapxos.com,,?,,com,
Bit Flipping,zaqpos.com,,?,,com,
Bit Flipping,zarpos.com,184.168.221.63,US,UNITED STATES,,com,
Bit Flipping,zatpos.com,,?,,com,
Bit Flipping,zaxpos.com,134.73.38.229,,,com,
Bit Flipping,zcppos.com,,?,,com,
Bit Flipping,zqppos.com,72.52.179.175,CH,SWITZERLAND,mx156.hostedmxserver.com,com,
Homoglyphs,zapp0s.com,216.146.46.10,US,UNITED STATES,,com,
Wrong TLD,zappos.ca,66.209.92.150,US,UNITED STATES,mail.zappos.com,ca,
Wrong TLD,zappos.ch,,?,,ch,
Wrong TLD,zappos.de,,?,,de,
Wrong TLD,zappos.edu,,?,,edu,
Wrong TLD,zappos.es,,?,,es,
Wrong TLD,zappos.fr,,?,,fr,
Wrong TLD,zappos.it,,?,,it,
Wrong TLD,zappos.jp,,?,,jp,
Wrong TLD,zappos.net,66.209.92.150,US,UNITED STATES,mail.zappos.com,net,
Wrong TLD,zappos.nl,62.197.128.123,NL,NETHERLANDS,registratie.sitebytes.nl,nl,
Wrong TLD,zappos.no,194.63.248.70,NO,NORWAY,,no,
Wrong TLD,zappos.org,216.146.46.10,CA,CANADA,,org,
Wrong TLD,zappos.ru,31.31.205.163,RU,RUSSIAN FEDERATION,,ru,
Wrong TLD,zappos.se,185.53.179.6,,mail.h-email.net,se,
Wrong TLD,zappos.us,216.146.46.10,US,UNITED STATES,,us,

